1
263.00,92.00,331.00,92.00,331.00,128.00,263.00,128.00
263.00,95.00,333.00,95.00,333.00,131.00,263.00,131.00
264.00,97.00,332.00,97.00,332.00,133.00,264.00,133.00
265.00,100.00,333.00,100.00,333.00,134.00,265.00,134.00
265.00,101.00,332.00,101.00,332.00,136.00,265.00,136.00
265.00,104.00,331.00,104.00,331.00,139.00,265.00,139.00
264.00,106.00,330.00,106.00,330.00,140.00,264.00,140.00
262.00,106.00,329.00,106.00,329.00,141.00,262.00,141.00
260.00,107.00,328.00,107.00,328.00,143.00,260.00,143.00
259.00,108.00,327.00,108.00,327.00,144.00,259.00,144.00
259.00,108.00,326.00,108.00,326.00,143.00,259.00,143.00
259.00,109.00,326.00,109.00,326.00,144.00,259.00,144.00
258.00,109.00,326.00,109.00,326.00,144.00,258.00,144.00
257.00,109.00,325.00,109.00,325.00,144.00,257.00,144.00
257.00,109.00,324.00,109.00,324.00,144.00,257.00,144.00
257.00,110.00,324.00,110.00,324.00,145.00,257.00,145.00
256.00,110.00,324.00,110.00,324.00,146.00,256.00,146.00
255.00,110.00,323.00,110.00,323.00,146.00,255.00,146.00
254.00,110.00,322.00,110.00,322.00,146.00,254.00,146.00
252.00,110.00,321.00,110.00,321.00,146.00,252.00,146.00
251.00,110.00,320.00,110.00,320.00,146.00,251.00,146.00
249.00,109.00,319.00,109.00,319.00,146.00,249.00,146.00
248.00,109.00,318.00,109.00,318.00,145.00,248.00,145.00
247.00,109.00,317.00,109.00,317.00,145.00,247.00,145.00
245.00,108.00,314.00,108.00,314.00,144.00,245.00,144.00
243.00,108.00,313.00,108.00,313.00,144.00,243.00,144.00
242.00,107.00,312.00,107.00,312.00,144.00,242.00,144.00
240.00,106.00,311.00,106.00,311.00,143.00,240.00,143.00
238.00,106.00,310.00,106.00,310.00,143.00,238.00,143.00
236.00,105.00,308.00,105.00,308.00,143.00,236.00,143.00
234.00,106.00,307.00,106.00,307.00,143.00,234.00,143.00
233.00,105.00,306.00,105.00,306.00,143.00,233.00,143.00
232.00,107.00,306.00,107.00,306.00,145.00,232.00,145.00
231.00,107.00,304.00,107.00,304.00,146.00,231.00,146.00
230.00,108.00,304.00,108.00,304.00,147.00,230.00,147.00
229.00,110.00,303.00,110.00,303.00,149.00,229.00,149.00
227.00,111.00,303.00,111.00,303.00,151.00,227.00,151.00
227.00,113.00,304.00,113.00,304.00,153.00,227.00,153.00
226.00,113.00,304.00,113.00,304.00,153.00,226.00,153.00
226.00,113.00,305.00,113.00,305.00,155.00,226.00,155.00
227.00,114.00,307.00,114.00,307.00,156.00,227.00,156.00
228.00,114.00,309.00,114.00,309.00,157.00,228.00,157.00
230.00,117.00,311.00,117.00,311.00,159.00,230.00,159.00
230.00,117.00,313.00,117.00,313.00,160.00,230.00,160.00
232.00,119.00,315.00,119.00,315.00,163.00,232.00,163.00
233.00,121.00,316.00,121.00,316.00,164.00,233.00,164.00
235.00,122.00,318.00,122.00,318.00,165.00,235.00,165.00
236.00,122.00,318.00,122.00,318.00,165.00,236.00,165.00
238.00,124.00,319.00,124.00,319.00,167.00,238.00,167.00
240.00,125.00,321.00,125.00,321.00,167.00,240.00,167.00
241.00,125.00,322.00,125.00,322.00,168.00,241.00,168.00
242.00,125.00,323.00,125.00,323.00,168.00,242.00,168.00
244.00,126.00,323.00,126.00,323.00,167.00,244.00,167.00
246.00,126.00,324.00,126.00,324.00,167.00,246.00,167.00
246.00,126.00,325.00,126.00,325.00,167.00,246.00,167.00
247.00,125.00,326.00,125.00,326.00,166.00,247.00,166.00
248.00,124.00,328.00,124.00,328.00,166.00,248.00,166.00
249.00,124.00,329.00,124.00,329.00,166.00,249.00,166.00
250.00,124.00,330.00,124.00,330.00,166.00,250.00,166.00
251.00,125.00,331.00,125.00,331.00,167.00,251.00,167.00
252.00,126.00,333.00,126.00,333.00,168.00,252.00,168.00
252.00,127.00,333.00,127.00,333.00,169.00,252.00,169.00
253.00,129.00,334.00,129.00,334.00,171.00,253.00,171.00
253.00,129.00,333.00,129.00,333.00,171.00,253.00,171.00
254.00,129.00,334.00,129.00,334.00,171.00,254.00,171.00
255.00,130.00,334.00,130.00,334.00,171.00,255.00,171.00
255.00,130.00,334.00,130.00,334.00,172.00,255.00,172.00
255.00,132.00,334.00,132.00,334.00,173.00,255.00,173.00
255.00,132.00,335.00,132.00,335.00,174.00,255.00,174.00
255.00,133.00,334.00,133.00,334.00,174.00,255.00,174.00
256.00,133.00,334.00,133.00,334.00,174.00,256.00,174.00
255.00,132.00,334.00,132.00,334.00,173.00,255.00,173.00
255.00,131.00,333.00,131.00,333.00,172.00,255.00,172.00
254.00,131.00,332.00,131.00,332.00,172.00,254.00,172.00
255.00,131.00,332.00,131.00,332.00,172.00,255.00,172.00
255.00,130.00,332.00,130.00,332.00,171.00,255.00,171.00
255.00,130.00,332.00,130.00,332.00,171.00,255.00,171.00
254.00,130.00,331.00,130.00,331.00,170.00,254.00,170.00
252.00,129.00,329.00,129.00,329.00,169.00,252.00,169.00
253.00,129.00,329.00,129.00,329.00,169.00,253.00,169.00
