1
598.00,295.00,790.00,295.00,790.00,507.00,598.00,507.00
618.00,294.00,812.00,294.00,812.00,507.00,618.00,507.00
655.00,316.00,847.00,316.00,847.00,526.00,655.00,526.00
673.00,318.00,860.00,318.00,860.00,524.00,673.00,524.00
673.00,335.00,859.00,335.00,859.00,539.00,673.00,539.00
686.00,331.00,878.00,331.00,878.00,543.00,686.00,543.00
652.00,407.00,849.00,407.00,849.00,624.00,652.00,624.00
721.00,300.00,922.00,300.00,922.00,521.00,721.00,521.00
721.00,311.00,925.00,311.00,925.00,536.00,721.00,536.00
717.00,354.00,917.00,354.00,917.00,574.00,717.00,574.00
542.00,283.00,743.00,283.00,743.00,505.00,542.00,505.00
545.00,273.00,751.00,273.00,751.00,499.00,545.00,499.00
507.00,232.00,714.00,232.00,714.00,460.00,507.00,460.00
512.00,257.00,717.00,257.00,717.00,483.00,512.00,483.00
515.00,274.00,721.00,274.00,721.00,501.00,515.00,501.00
520.00,294.00,726.00,294.00,726.00,521.00,520.00,521.00
513.00,308.00,723.00,308.00,723.00,539.00,513.00,539.00
516.00,288.00,725.00,288.00,725.00,518.00,516.00,518.00
512.00,262.00,719.00,262.00,719.00,490.00,512.00,490.00
521.00,245.00,724.00,245.00,724.00,469.00,521.00,469.00
525.00,219.00,730.00,219.00,730.00,445.00,525.00,445.00
652.00,236.00,858.00,236.00,858.00,463.00,652.00,463.00
650.00,221.00,859.00,221.00,859.00,451.00,650.00,451.00
611.00,343.00,821.00,343.00,821.00,574.00,611.00,574.00
661.00,346.00,869.00,346.00,869.00,574.00,661.00,574.00
653.00,201.00,861.00,201.00,861.00,429.00,653.00,429.00
687.00,179.00,893.00,179.00,893.00,406.00,687.00,406.00
667.00,206.00,872.00,206.00,872.00,431.00,667.00,431.00
668.00,213.00,870.00,213.00,870.00,435.00,668.00,435.00
681.00,220.00,885.00,220.00,885.00,445.00,681.00,445.00
691.00,229.00,896.00,229.00,896.00,454.00,691.00,454.00
693.00,241.00,899.00,241.00,899.00,469.00,693.00,469.00
686.00,262.00,892.00,262.00,892.00,489.00,686.00,489.00
688.00,346.00,896.00,346.00,896.00,575.00,688.00,575.00
736.00,405.00,944.00,405.00,944.00,634.00,736.00,634.00
723.00,400.00,933.00,400.00,933.00,631.00,723.00,631.00
705.00,398.00,914.00,398.00,914.00,628.00,705.00,628.00
648.00,377.00,856.00,377.00,856.00,606.00,648.00,606.00
635.00,358.00,846.00,358.00,846.00,589.00,635.00,589.00
427.00,355.00,637.00,355.00,637.00,586.00,427.00,586.00
427.00,247.00,633.00,247.00,633.00,473.00,427.00,473.00
427.00,230.00,633.00,230.00,633.00,456.00,427.00,456.00
416.00,226.00,623.00,226.00,623.00,454.00,416.00,454.00
424.00,208.00,630.00,208.00,630.00,434.00,424.00,434.00
443.00,204.00,646.00,204.00,646.00,429.00,443.00,429.00
477.00,257.00,679.00,257.00,679.00,479.00,477.00,479.00
492.00,258.00,692.00,258.00,692.00,478.00,492.00,478.00
526.00,275.00,724.00,275.00,724.00,493.00,526.00,493.00
537.00,285.00,737.00,285.00,737.00,505.00,537.00,505.00
503.00,421.00,703.00,421.00,703.00,641.00,503.00,641.00
505.00,432.00,707.00,432.00,707.00,654.00,505.00,654.00
508.00,444.00,711.00,444.00,711.00,666.00,508.00,666.00
652.00,424.00,854.00,424.00,854.00,647.00,652.00,647.00
651.00,456.00,855.00,456.00,855.00,679.00,651.00,679.00
530.00,491.00,733.00,491.00,733.00,714.00,530.00,714.00
511.00,506.00,713.00,506.00,713.00,728.00,511.00,728.00
530.00,508.00,729.00,508.00,729.00,726.00,530.00,726.00
547.00,517.00,747.00,517.00,747.00,738.00,547.00,738.00
645.00,562.00,844.00,562.00,844.00,781.00,645.00,781.00
643.00,572.00,844.00,572.00,844.00,794.00,643.00,794.00
