1
660.884338,127.093460,31.593781,66.570511
659.250183,127.585358,31.126877,65.586716
658.384888,132.419098,31.593781,66.570511
657.995789,140.781403,31.126877,65.586716
657.130432,142.952332,31.593781,66.570511
657.130432,138.958099,31.593781,66.570511
656.741394,138.138260,31.126877,65.586716
655.744690,138.622894,30.666874,64.617455
654.762756,142.920120,30.213669,63.662514
652.949951,146.739868,30.213669,63.662514
651.982483,148.464706,29.767162,62.721687
651.615906,145.220490,29.327253,61.794765
650.676880,139.588943,28.893845,60.881542
646.053833,134.718414,28.893845,60.881542
640.275085,133.500793,28.893845,60.881542
634.795227,139.948837,28.466843,59.981815
629.958679,148.022385,28.893845,60.881542
627.647156,155.328171,28.893845,60.881542
626.491455,160.198700,28.893845,60.881542
627.274292,158.249283,28.466843,59.981815
627.843628,157.049652,28.466843,59.981815
631.419495,156.310959,28.046150,59.095387
633.486511,153.468475,28.466843,59.981815
635.006592,151.800980,28.893845,60.881542
636.358765,151.051208,28.466843,59.981815
636.569153,147.948700,28.046150,59.095387
637.329041,140.234268,27.631676,58.222054
637.533203,132.633850,27.223326,57.361629
637.197937,134.187988,26.821011,56.513920
638.807190,138.709106,26.821011,56.513920
639.694946,147.463104,27.223326,57.361629
639.359680,142.235565,26.821011,56.513920
639.896118,147.886963,26.821011,56.513920
641.505371,161.450302,26.821011,56.513920
643.289063,167.435776,26.424641,55.678741
641.922241,154.681778,26.034128,54.855904
641.726990,145.361755,26.424641,55.678741
643.484314,140.287582,26.034128,54.855904
642.442932,134.801987,26.034128,54.855904
642.442932,132.607758,26.034128,54.855904
640.880859,134.801987,26.034128,54.855904
639.318848,128.219284,26.034128,54.855904
638.595093,124.467140,26.424641,55.678741
639.831726,128.169922,26.034128,54.855904
639.511108,131.817963,25.649387,54.045223
639.511108,136.141586,25.649387,54.045223
640.024109,137.222488,25.649387,54.045223
641.050049,136.141586,25.649387,54.045223
642.755798,134.411072,25.270332,53.246525
643.261230,135.475998,25.270332,53.246525
644.610657,138.319366,25.649387,54.045223
645.459656,141.205383,26.034128,54.855904
645.980347,141.205383,26.034128,54.855904
646.172668,140.529816,25.649387,54.045223
645.659729,139.448914,25.649387,54.045223
645.343811,144.107986,25.270332,53.246525
644.641296,149.113159,25.649387,54.045223
645.336243,152.707291,25.270332,53.246525
646.685669,155.550659,25.649387,54.045223
648.896851,157.014938,25.270332,53.246525
649.402222,155.950012,25.270332,53.246525
648.593079,155.294266,24.896879,52.459633
648.095154,155.294266,24.896879,52.459633
647.908447,153.835892,25.270332,53.246525
649.424622,153.835892,25.270332,53.246525
652.101074,154.229340,24.896879,52.459633
654.946777,155.965744,25.270332,53.246525
657.322205,158.809113,25.649387,54.045223
659.027954,156.013672,25.270332,53.246525
660.708496,151.161163,24.896879,52.459633
662.037964,145.443054,25.270332,53.246525
663.220581,141.639740,24.896879,52.459633
662.722656,142.688919,24.896879,52.459633
662.416016,141.009186,24.528946,51.684364
660.944275,131.705994,24.528946,51.684364
660.262390,132.367554,24.896879,52.459633
661.258240,138.662720,24.896879,52.459633
663.250000,150.203827,24.896879,52.459633
666.237610,161.744949,24.896879,52.459633
669.365051,168.334702,24.528946,51.684364
668.683167,170.045456,24.896879,52.459633
668.496460,166.457214,25.270332,53.246525
667.687317,162.653900,24.896879,52.459633
666.489746,163.325378,25.270332,53.246525
667.326172,160.764221,25.649387,54.045223
666.300232,154.278793,25.649387,54.045223
664.761292,148.874268,25.649387,54.045223
662.423767,146.078827,25.270332,53.246525
659.124939,148.570663,24.896879,52.459633
656.635254,152.767441,24.896879,52.459633
654.426880,153.438919,25.270332,53.246525
651.899841,155.568787,25.270332,53.246525
651.090698,160.158997,24.896879,52.459633
651.090698,161.208191,24.896879,52.459633
651.090698,161.208191,24.896879,52.459633
651.588623,161.208191,24.896879,52.459633
652.086548,159.109802,24.896879,52.459633
652.761108,159.497437,24.528946,51.684364
652.577148,159.109802,24.896879,52.459633
652.577148,161.208191,24.896879,52.459633
652.079224,162.257385,24.896879,52.459633
651.581299,160.158997,24.896879,52.459633
649.878357,158.700623,25.270332,53.246525
648.571228,160.143265,24.896879,52.459633
647.077454,162.241638,24.896879,52.459633
646.890686,159.718338,25.270332,53.246525
646.890686,157.588470,25.270332,53.246525
647.396118,159.718338,25.270332,53.246525
648.080750,163.259354,24.896879,52.459633
648.904846,163.930847,25.270332,53.246525
649.410278,158.606186,25.270332,53.246525
650.094910,160.048828,24.896879,52.459633
648.897400,164.980042,25.270332,53.246525
648.088257,169.570251,24.896879,52.459633
646.594421,172.717834,24.896879,52.459633
644.602661,169.570251,24.896879,52.459633
643.108887,167.471863,24.896879,52.459633
643.606812,169.570251,24.896879,52.459633
643.420105,168.111877,25.270332,53.246525
643.606812,165.357742,24.896879,52.459633
643.420105,163.899368,25.270332,53.246525
643.925476,164.964294,25.270332,53.246525
642.709961,162.403137,25.649387,54.045223
641.888672,159.607697,25.270332,53.246525
641.383301,159.607697,25.270332,53.246525
640.680786,159.208344,25.649387,54.045223
641.529785,159.900131,26.034128,54.855904
641.529785,160.997253,26.034128,54.855904
640.277527,160.585831,26.424641,55.678741
640.472778,160.997253,26.034128,54.855904
639.749023,162.812973,26.424641,55.678741
638.478027,161.265106,26.821011,56.513920
638.676208,158.341980,26.424641,55.678741
639.733154,155.001251,26.424641,55.678741
641.318665,151.660522,26.424641,55.678741
642.904114,146.092651,26.424641,55.678741
