1
194.00,25.00,269.00,25.00,269.00,104.00,194.00,104.00
194.00,25.00,270.00,25.00,270.00,104.00,194.00,104.00
194.00,25.00,270.00,25.00,270.00,105.00,194.00,105.00
194.00,25.00,269.00,25.00,269.00,104.00,194.00,104.00
193.00,25.00,268.00,25.00,268.00,104.00,193.00,104.00
193.00,26.00,268.00,26.00,268.00,105.00,193.00,105.00
192.00,26.00,267.00,26.00,267.00,105.00,192.00,105.00
192.00,27.00,266.00,27.00,266.00,105.00,192.00,105.00
192.00,28.00,266.00,28.00,266.00,106.00,192.00,106.00
191.00,29.00,264.00,29.00,264.00,106.00,191.00,106.00
191.00,31.00,264.00,31.00,264.00,108.00,191.00,108.00
189.00,32.00,263.00,32.00,263.00,109.00,189.00,109.00
189.00,34.00,263.00,34.00,263.00,112.00,189.00,112.00
187.00,36.00,261.00,36.00,261.00,114.00,187.00,114.00
188.00,38.00,261.00,38.00,261.00,115.00,188.00,115.00
187.00,39.00,260.00,39.00,260.00,116.00,187.00,116.00
187.00,41.00,260.00,41.00,260.00,118.00,187.00,118.00
187.00,43.00,259.00,43.00,259.00,119.00,187.00,119.00
186.00,44.00,258.00,44.00,258.00,120.00,186.00,120.00
185.00,45.00,257.00,45.00,257.00,121.00,185.00,121.00
184.00,48.00,257.00,48.00,257.00,125.00,184.00,125.00
183.00,49.00,256.00,49.00,256.00,126.00,183.00,126.00
182.00,50.00,256.00,50.00,256.00,128.00,182.00,128.00
182.00,51.00,256.00,51.00,256.00,129.00,182.00,129.00
182.00,51.00,256.00,51.00,256.00,129.00,182.00,129.00
183.00,52.00,256.00,52.00,256.00,129.00,183.00,129.00
184.00,52.00,257.00,52.00,257.00,129.00,184.00,129.00
185.00,52.00,258.00,52.00,258.00,129.00,185.00,129.00
186.00,52.00,259.00,52.00,259.00,129.00,186.00,129.00
188.00,53.00,261.00,53.00,261.00,130.00,188.00,130.00
188.00,53.00,262.00,53.00,262.00,130.00,188.00,130.00
189.00,52.00,263.00,52.00,263.00,130.00,189.00,130.00
190.00,52.00,263.00,52.00,263.00,129.00,190.00,129.00
192.00,53.00,266.00,53.00,266.00,130.00,192.00,130.00
194.00,52.00,268.00,52.00,268.00,130.00,194.00,130.00
197.00,52.00,271.00,52.00,271.00,130.00,197.00,130.00
199.00,52.00,274.00,52.00,274.00,130.00,199.00,130.00
202.00,52.00,277.00,52.00,277.00,131.00,202.00,131.00
204.00,52.00,279.00,52.00,279.00,131.00,204.00,131.00
192.00,23.00,266.00,23.00,266.00,100.00,192.00,100.00
194.00,23.00,266.00,23.00,266.00,100.00,194.00,100.00
194.00,22.00,267.00,22.00,267.00,99.00,194.00,99.00
194.00,20.00,268.00,20.00,268.00,98.00,194.00,98.00
194.00,21.00,267.00,21.00,267.00,98.00,194.00,98.00
193.00,21.00,267.00,21.00,267.00,98.00,193.00,98.00
194.00,22.00,267.00,22.00,267.00,99.00,194.00,99.00
194.00,22.00,267.00,22.00,267.00,99.00,194.00,99.00
194.00,21.00,267.00,21.00,267.00,98.00,194.00,98.00
194.00,21.00,267.00,21.00,267.00,98.00,194.00,98.00
194.00,21.00,267.00,21.00,267.00,98.00,194.00,98.00
194.00,20.00,267.00,20.00,267.00,97.00,194.00,97.00
194.00,20.00,267.00,20.00,267.00,97.00,194.00,97.00
194.00,20.00,265.00,20.00,265.00,95.00,194.00,95.00
194.00,19.00,264.00,19.00,264.00,93.00,194.00,93.00
193.00,18.00,263.00,18.00,263.00,92.00,193.00,92.00
194.00,17.00,262.00,17.00,262.00,90.00,194.00,90.00
194.00,19.00,261.00,19.00,261.00,90.00,194.00,90.00
193.00,20.00,260.00,20.00,260.00,91.00,193.00,91.00
194.00,21.00,260.00,21.00,260.00,91.00,194.00,91.00
193.00,22.00,259.00,22.00,259.00,92.00,193.00,92.00
193.00,23.00,259.00,23.00,259.00,93.00,193.00,93.00
193.00,24.00,259.00,24.00,259.00,93.00,193.00,93.00
193.00,24.00,259.00,24.00,259.00,93.00,193.00,93.00
193.00,25.00,258.00,25.00,258.00,94.00,193.00,94.00
192.00,55.00,259.00,55.00,259.00,125.00,192.00,125.00
189.00,58.00,257.00,58.00,257.00,129.00,189.00,129.00
184.00,58.00,253.00,58.00,253.00,131.00,184.00,131.00
178.00,58.00,247.00,58.00,247.00,131.00,178.00,131.00
174.00,57.00,243.00,57.00,243.00,130.00,174.00,130.00
170.00,58.00,239.00,58.00,239.00,131.00,170.00,131.00
165.00,60.00,235.00,60.00,235.00,133.00,165.00,133.00
159.00,62.00,230.00,62.00,230.00,136.00,159.00,136.00
155.00,63.00,226.00,63.00,226.00,138.00,155.00,138.00
150.00,64.00,222.00,64.00,222.00,139.00,150.00,139.00
147.00,65.00,220.00,65.00,220.00,142.00,147.00,142.00
144.00,66.00,218.00,66.00,218.00,143.00,144.00,143.00
142.00,67.00,217.00,67.00,217.00,146.00,142.00,146.00
139.00,68.00,214.00,68.00,214.00,147.00,139.00,147.00
136.00,69.00,212.00,69.00,212.00,149.00,136.00,149.00
132.00,70.00,209.00,70.00,209.00,150.00,132.00,150.00
130.00,72.00,206.00,72.00,206.00,152.00,130.00,152.00
127.00,74.00,203.00,74.00,203.00,154.00,127.00,154.00
125.00,75.00,201.00,75.00,201.00,156.00,125.00,156.00
123.00,78.00,199.00,78.00,199.00,159.00,123.00,159.00
120.00,80.00,196.00,80.00,196.00,160.00,120.00,160.00
118.00,82.00,195.00,82.00,195.00,162.00,118.00,162.00
115.00,83.00,192.00,83.00,192.00,163.00,115.00,163.00
114.00,85.00,190.00,85.00,190.00,165.00,114.00,165.00
111.00,88.00,188.00,88.00,188.00,168.00,111.00,168.00
108.00,90.00,185.00,90.00,185.00,171.00,108.00,171.00
105.00,92.00,182.00,92.00,182.00,173.00,105.00,173.00
102.00,94.00,180.00,94.00,180.00,176.00,102.00,176.00
100.00,97.00,178.00,97.00,178.00,179.00,100.00,179.00
99.00,100.00,177.00,100.00,177.00,183.00,99.00,183.00
97.00,103.00,176.00,103.00,176.00,186.00,97.00,186.00
96.00,105.00,175.00,105.00,175.00,189.00,96.00,189.00
95.00,109.00,175.00,109.00,175.00,193.00,95.00,193.00
93.00,112.00,174.00,112.00,174.00,197.00,93.00,197.00
92.00,114.00,173.00,114.00,173.00,200.00,92.00,200.00
91.00,115.00,172.00,115.00,172.00,201.00,91.00,201.00
90.00,116.00,171.00,116.00,171.00,201.00,90.00,201.00
89.00,118.00,170.00,118.00,170.00,204.00,89.00,204.00
89.00,120.00,170.00,120.00,170.00,205.00,89.00,205.00
92.00,123.00,172.00,123.00,172.00,208.00,92.00,208.00
95.00,124.00,175.00,124.00,175.00,208.00,95.00,208.00
97.00,125.00,176.00,125.00,176.00,208.00,97.00,208.00
101.00,126.00,179.00,126.00,179.00,208.00,101.00,208.00
104.00,127.00,181.00,127.00,181.00,209.00,104.00,209.00
109.00,127.00,185.00,127.00,185.00,208.00,109.00,208.00
111.00,125.00,188.00,125.00,188.00,206.00,111.00,206.00
115.00,122.00,191.00,122.00,191.00,203.00,115.00,203.00
118.00,119.00,194.00,119.00,194.00,199.00,118.00,199.00
122.00,117.00,198.00,117.00,198.00,196.00,122.00,196.00
125.00,114.00,200.00,114.00,200.00,193.00,125.00,193.00
126.00,113.00,201.00,113.00,201.00,192.00,126.00,192.00
128.00,111.00,203.00,111.00,203.00,191.00,128.00,191.00
132.00,111.00,207.00,111.00,207.00,190.00,132.00,190.00
137.00,109.00,213.00,109.00,213.00,189.00,137.00,189.00
143.00,106.00,220.00,106.00,220.00,186.00,143.00,186.00
150.00,100.00,226.00,100.00,226.00,180.00,150.00,180.00
152.00,95.00,229.00,95.00,229.00,175.00,152.00,175.00
153.00,90.00,230.00,90.00,230.00,171.00,153.00,171.00
172.00,83.00,248.00,83.00,248.00,163.00,172.00,163.00
178.00,79.00,254.00,79.00,254.00,159.00,178.00,159.00
182.00,77.00,258.00,77.00,258.00,156.00,182.00,156.00
184.00,74.00,259.00,74.00,259.00,154.00,184.00,154.00
180.00,20.00,255.00,20.00,255.00,99.00,180.00,99.00
188.00,20.00,262.00,20.00,262.00,98.00,188.00,98.00
189.00,19.00,263.00,19.00,263.00,97.00,189.00,97.00
191.00,20.00,264.00,20.00,264.00,97.00,191.00,97.00
192.00,20.00,264.00,20.00,264.00,96.00,192.00,96.00
193.00,20.00,265.00,20.00,265.00,96.00,193.00,96.00
193.00,21.00,265.00,21.00,265.00,96.00,193.00,96.00
193.00,21.00,265.00,21.00,265.00,96.00,193.00,96.00
193.00,20.00,264.00,20.00,264.00,95.00,193.00,95.00
193.00,20.00,264.00,20.00,264.00,95.00,193.00,95.00
194.00,21.00,264.00,21.00,264.00,95.00,194.00,95.00
193.00,21.00,263.00,21.00,263.00,94.00,193.00,94.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,264.00,21.00,264.00,95.00,193.00,95.00
193.00,21.00,264.00,21.00,264.00,95.00,193.00,95.00
193.00,21.00,264.00,21.00,264.00,95.00,193.00,95.00
193.00,21.00,264.00,21.00,264.00,95.00,193.00,95.00
193.00,21.00,264.00,21.00,264.00,95.00,193.00,95.00
193.00,21.00,264.00,21.00,264.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
193.00,21.00,263.00,21.00,263.00,95.00,193.00,95.00
2
0
0
0
0
1
216.00,133.00,261.00,133.00,261.00,201.00,216.00,201.00
216.00,134.00,261.00,134.00,261.00,203.00,216.00,203.00
216.00,137.00,261.00,137.00,261.00,205.00,216.00,205.00
216.00,140.00,260.00,140.00,260.00,207.00,216.00,207.00
216.00,141.00,260.00,141.00,260.00,209.00,216.00,209.00
216.00,142.00,261.00,142.00,261.00,209.00,216.00,209.00
216.00,142.00,260.00,142.00,260.00,210.00,216.00,210.00
217.00,144.00,261.00,144.00,261.00,211.00,217.00,211.00
217.00,145.00,261.00,145.00,261.00,212.00,217.00,212.00
217.00,145.00,261.00,145.00,261.00,213.00,217.00,213.00
218.00,146.00,262.00,146.00,262.00,213.00,218.00,213.00
219.00,146.00,263.00,146.00,263.00,212.00,219.00,212.00
219.00,145.00,263.00,145.00,263.00,211.00,219.00,211.00
218.00,144.00,262.00,144.00,262.00,211.00,218.00,211.00
216.00,144.00,259.00,144.00,259.00,209.00,216.00,209.00
212.00,142.00,256.00,142.00,256.00,208.00,212.00,208.00
210.00,140.00,253.00,140.00,253.00,206.00,210.00,206.00
206.00,138.00,250.00,138.00,250.00,204.00,206.00,204.00
202.00,137.00,245.00,137.00,245.00,202.00,202.00,202.00
198.00,136.00,241.00,136.00,241.00,201.00,198.00,201.00
194.00,135.00,237.00,135.00,237.00,200.00,194.00,200.00
190.00,132.00,234.00,132.00,234.00,198.00,190.00,198.00
188.00,131.00,232.00,131.00,232.00,197.00,188.00,197.00
183.00,130.00,227.00,130.00,227.00,196.00,183.00,196.00
177.00,129.00,221.00,129.00,221.00,195.00,177.00,195.00
173.00,128.00,217.00,128.00,217.00,195.00,173.00,195.00
169.00,127.00,214.00,127.00,214.00,195.00,169.00,195.00
167.00,124.00,213.00,124.00,213.00,193.00,167.00,193.00
166.00,121.00,212.00,121.00,212.00,190.00,166.00,190.00
165.00,117.00,211.00,117.00,211.00,186.00,165.00,186.00
164.00,112.00,209.00,112.00,209.00,181.00,164.00,181.00
161.00,108.00,207.00,108.00,207.00,177.00,161.00,177.00
158.00,104.00,204.00,104.00,204.00,173.00,158.00,173.00
155.00,100.00,201.00,100.00,201.00,170.00,155.00,170.00
149.00,95.00,196.00,95.00,196.00,166.00,149.00,166.00
148.00,92.00,195.00,92.00,195.00,163.00,148.00,163.00
146.00,88.00,193.00,88.00,193.00,159.00,146.00,159.00
143.00,86.00,191.00,86.00,191.00,157.00,143.00,157.00
130.00,81.00,178.00,81.00,178.00,153.00,130.00,153.00
125.00,79.00,173.00,79.00,173.00,151.00,125.00,151.00
122.00,78.00,170.00,78.00,170.00,151.00,122.00,151.00
149.00,76.00,197.00,76.00,197.00,149.00,149.00,149.00
144.00,75.00,192.00,75.00,192.00,147.00,144.00,147.00
139.00,73.00,186.00,73.00,186.00,146.00,139.00,146.00
135.00,73.00,183.00,73.00,183.00,146.00,135.00,146.00
132.00,69.00,180.00,69.00,180.00,142.00,132.00,142.00
129.00,64.00,178.00,64.00,178.00,138.00,129.00,138.00
126.00,60.00,175.00,60.00,175.00,134.00,126.00,134.00
123.00,56.00,172.00,56.00,172.00,129.00,123.00,129.00
120.00,53.00,168.00,53.00,168.00,126.00,120.00,126.00
119.00,53.00,166.00,53.00,166.00,125.00,119.00,125.00
118.00,52.00,166.00,52.00,166.00,124.00,118.00,124.00
117.00,49.00,164.00,49.00,164.00,121.00,117.00,121.00
127.00,49.00,174.00,49.00,174.00,121.00,127.00,121.00
126.00,50.00,174.00,50.00,174.00,122.00,126.00,122.00
114.00,49.00,162.00,49.00,162.00,121.00,114.00,121.00
111.00,50.00,158.00,50.00,158.00,122.00,111.00,122.00
107.00,49.00,155.00,49.00,155.00,122.00,107.00,122.00
94.00,49.00,141.00,49.00,141.00,121.00,94.00,121.00
90.00,50.00,138.00,50.00,138.00,122.00,90.00,122.00
95.00,52.00,143.00,52.00,143.00,124.00,95.00,124.00
96.00,54.00,143.00,54.00,143.00,126.00,96.00,126.00
90.00,54.00,138.00,54.00,138.00,126.00,90.00,126.00
85.00,58.00,131.00,58.00,131.00,128.00,85.00,128.00
83.00,59.00,130.00,59.00,130.00,130.00,83.00,130.00
82.00,60.00,128.00,60.00,128.00,130.00,82.00,130.00
81.00,63.00,128.00,63.00,128.00,134.00,81.00,134.00
98.00,64.00,144.00,64.00,144.00,134.00,98.00,134.00
99.00,67.00,145.00,67.00,145.00,136.00,99.00,136.00
100.00,71.00,146.00,71.00,146.00,140.00,100.00,140.00
103.00,73.00,149.00,73.00,149.00,143.00,103.00,143.00
106.00,75.00,152.00,75.00,152.00,144.00,106.00,144.00
109.00,77.00,155.00,77.00,155.00,145.00,109.00,145.00
112.00,78.00,157.00,78.00,157.00,146.00,112.00,146.00
113.00,78.00,158.00,78.00,158.00,146.00,113.00,146.00
117.00,79.00,161.00,79.00,161.00,146.00,117.00,146.00
120.00,80.00,165.00,80.00,165.00,147.00,120.00,147.00
124.00,80.00,169.00,80.00,169.00,148.00,124.00,148.00
125.00,80.00,170.00,80.00,170.00,148.00,125.00,148.00
128.00,81.00,173.00,81.00,173.00,148.00,128.00,148.00
130.00,81.00,174.00,81.00,174.00,149.00,130.00,149.00
131.00,82.00,175.00,82.00,175.00,149.00,131.00,149.00
133.00,83.00,177.00,83.00,177.00,149.00,133.00,149.00
135.00,85.00,179.00,85.00,179.00,151.00,135.00,151.00
135.00,86.00,179.00,86.00,179.00,152.00,135.00,152.00
134.00,89.00,178.00,89.00,178.00,155.00,134.00,155.00
136.00,90.00,180.00,90.00,180.00,157.00,136.00,157.00
138.00,92.00,182.00,92.00,182.00,159.00,138.00,159.00
139.00,93.00,183.00,93.00,183.00,160.00,139.00,160.00
141.00,94.00,185.00,94.00,185.00,161.00,141.00,161.00
143.00,94.00,187.00,94.00,187.00,161.00,143.00,161.00
152.00,97.00,196.00,97.00,196.00,164.00,152.00,164.00
150.00,98.00,195.00,98.00,195.00,165.00,150.00,165.00
159.00,100.00,204.00,100.00,204.00,168.00,159.00,168.00
159.00,100.00,203.00,100.00,203.00,168.00,159.00,168.00
165.00,102.00,209.00,102.00,209.00,169.00,165.00,169.00
133.00,87.00,177.00,87.00,177.00,154.00,133.00,154.00
133.00,87.00,178.00,87.00,178.00,155.00,133.00,155.00
135.00,89.00,180.00,89.00,180.00,156.00,135.00,156.00
132.00,80.00,176.00,80.00,176.00,147.00,132.00,147.00
132.00,82.00,176.00,82.00,176.00,148.00,132.00,148.00
133.00,85.00,178.00,85.00,178.00,152.00,133.00,152.00
135.00,87.00,179.00,87.00,179.00,154.00,135.00,154.00
136.00,84.00,180.00,84.00,180.00,151.00,136.00,151.00
145.00,89.00,189.00,89.00,189.00,157.00,145.00,157.00
148.00,91.00,192.00,91.00,192.00,158.00,148.00,158.00
150.00,91.00,195.00,91.00,195.00,159.00,150.00,159.00
152.00,86.00,198.00,86.00,198.00,154.00,152.00,154.00
