1
443.00,178.00,482.00,178.00,482.00,221.00,443.00,221.00
439.00,177.00,479.00,177.00,479.00,221.00,439.00,221.00
434.00,176.00,474.00,176.00,474.00,221.00,434.00,221.00
429.00,176.00,471.00,176.00,471.00,222.00,429.00,222.00
426.00,176.00,469.00,176.00,469.00,223.00,426.00,223.00
423.00,175.00,466.00,175.00,466.00,222.00,423.00,222.00
419.00,174.00,462.00,174.00,462.00,221.00,419.00,221.00
415.00,173.00,457.00,173.00,457.00,219.00,415.00,219.00
411.00,171.00,453.00,171.00,453.00,217.00,411.00,217.00
411.00,166.00,453.00,166.00,453.00,213.00,411.00,213.00
406.00,167.00,448.00,167.00,448.00,213.00,406.00,213.00
404.00,166.00,445.00,166.00,445.00,211.00,404.00,211.00
404.00,162.00,446.00,162.00,446.00,208.00,404.00,208.00
403.00,161.00,445.00,161.00,445.00,207.00,403.00,207.00
402.00,161.00,443.00,161.00,443.00,206.00,402.00,206.00
402.00,159.00,443.00,159.00,443.00,203.00,402.00,203.00
402.00,157.00,443.00,157.00,443.00,202.00,402.00,202.00
404.00,153.00,447.00,153.00,447.00,200.00,404.00,200.00
410.00,149.00,453.00,149.00,453.00,196.00,410.00,196.00
414.00,146.00,456.00,146.00,456.00,192.00,414.00,192.00
419.00,143.00,461.00,143.00,461.00,189.00,419.00,189.00
425.00,140.00,466.00,140.00,466.00,186.00,425.00,186.00
433.00,136.00,475.00,136.00,475.00,182.00,433.00,182.00
440.00,136.00,482.00,136.00,482.00,181.00,440.00,181.00
452.00,125.00,494.00,125.00,494.00,172.00,452.00,172.00
457.00,125.00,500.00,125.00,500.00,172.00,457.00,172.00
465.00,116.00,508.00,116.00,508.00,164.00,465.00,164.00
473.00,108.00,516.00,108.00,516.00,155.00,473.00,155.00
483.00,98.00,526.00,98.00,526.00,145.00,483.00,145.00
493.00,87.00,536.00,87.00,536.00,134.00,493.00,134.00
491.00,80.00,534.00,80.00,534.00,128.00,491.00,128.00
495.00,71.00,539.00,71.00,539.00,119.00,495.00,119.00
495.00,62.00,540.00,62.00,540.00,111.00,495.00,111.00
494.00,55.00,539.00,55.00,539.00,105.00,494.00,105.00
489.00,50.00,536.00,50.00,536.00,101.00,489.00,101.00
497.00,36.00,544.00,36.00,544.00,88.00,497.00,88.00
487.00,34.00,534.00,34.00,534.00,85.00,487.00,85.00
469.00,32.00,516.00,32.00,516.00,85.00,469.00,85.00
447.00,33.00,495.00,33.00,495.00,86.00,447.00,86.00
423.00,37.00,472.00,37.00,472.00,91.00,423.00,91.00
399.00,42.00,449.00,42.00,449.00,96.00,399.00,96.00
377.00,48.00,427.00,48.00,427.00,103.00,377.00,103.00
358.00,53.00,407.00,53.00,407.00,107.00,358.00,107.00
348.00,43.00,397.00,43.00,397.00,97.00,348.00,97.00
334.00,42.00,384.00,42.00,384.00,97.00,334.00,97.00
319.00,41.00,368.00,41.00,368.00,95.00,319.00,95.00
307.00,37.00,356.00,37.00,356.00,91.00,307.00,91.00
297.00,35.00,345.00,35.00,345.00,88.00,297.00,88.00
282.00,30.00,331.00,30.00,331.00,83.00,282.00,83.00
278.00,10.00,327.00,10.00,327.00,63.00,278.00,63.00
259.00,11.00,307.00,11.00,307.00,64.00,259.00,64.00
245.00,-3.00,292.00,-3.00,292.00,48.00,245.00,48.00
228.00,-7.00,274.00,-7.00,274.00,44.00,228.00,44.00
231.00,15.00,278.00,15.00,278.00,66.00,231.00,66.00
212.00,10.00,260.00,10.00,260.00,63.00,212.00,63.00
191.00,39.00,240.00,39.00,240.00,93.00,191.00,93.00
171.00,39.00,220.00,39.00,220.00,93.00,171.00,93.00
143.00,44.00,191.00,44.00,191.00,98.00,143.00,98.00
116.00,57.00,165.00,57.00,165.00,111.00,116.00,111.00
99.00,73.00,147.00,73.00,147.00,127.00,99.00,127.00
85.00,63.00,132.00,63.00,132.00,115.00,85.00,115.00
73.00,97.00,121.00,97.00,121.00,149.00,73.00,149.00
65.00,96.00,113.00,96.00,113.00,149.00,65.00,149.00
68.00,94.00,117.00,94.00,117.00,148.00,68.00,148.00
86.00,98.00,134.00,98.00,134.00,151.00,86.00,151.00
111.00,104.00,161.00,104.00,161.00,158.00,111.00,158.00
136.00,109.00,186.00,109.00,186.00,164.00,136.00,164.00
158.00,107.00,208.00,107.00,208.00,162.00,158.00,162.00
183.00,103.00,233.00,103.00,233.00,158.00,183.00,158.00
201.00,102.00,251.00,102.00,251.00,157.00,201.00,157.00
220.00,104.00,269.00,104.00,269.00,158.00,220.00,158.00
239.00,110.00,287.00,110.00,287.00,163.00,239.00,163.00
241.00,116.00,290.00,116.00,290.00,169.00,241.00,169.00
259.00,127.00,307.00,127.00,307.00,180.00,259.00,180.00
288.00,137.00,336.00,137.00,336.00,190.00,288.00,190.00
300.00,143.00,348.00,143.00,348.00,196.00,300.00,196.00
312.00,148.00,361.00,148.00,361.00,201.00,312.00,201.00
324.00,147.00,373.00,147.00,373.00,201.00,324.00,201.00
333.00,142.00,382.00,142.00,382.00,196.00,333.00,196.00
347.00,131.00,396.00,131.00,396.00,186.00,347.00,186.00
358.00,117.00,408.00,117.00,408.00,173.00,358.00,173.00
373.00,105.00,424.00,105.00,424.00,161.00,373.00,161.00
391.00,96.00,442.00,96.00,442.00,152.00,391.00,152.00
411.00,92.00,462.00,92.00,462.00,147.00,411.00,147.00
427.00,93.00,478.00,93.00,478.00,150.00,427.00,150.00
439.00,102.00,491.00,102.00,491.00,159.00,439.00,159.00
449.00,116.00,501.00,116.00,501.00,173.00,449.00,173.00
456.00,128.00,509.00,128.00,509.00,185.00,456.00,185.00
462.00,135.00,515.00,135.00,515.00,193.00,462.00,193.00
464.00,140.00,517.00,140.00,517.00,198.00,464.00,198.00
460.00,140.00,514.00,140.00,514.00,199.00,460.00,199.00
453.00,134.00,506.00,134.00,506.00,192.00,453.00,192.00
444.00,129.00,498.00,129.00,498.00,188.00,444.00,188.00
429.00,123.00,483.00,123.00,483.00,183.00,429.00,183.00
464.00,163.00,519.00,163.00,519.00,223.00,464.00,223.00
436.00,152.00,490.00,152.00,490.00,212.00,436.00,212.00
408.00,151.00,462.00,151.00,462.00,211.00,408.00,211.00
378.00,147.00,432.00,147.00,432.00,207.00,378.00,207.00
362.00,193.00,416.00,193.00,416.00,252.00,362.00,252.00
334.00,187.00,388.00,187.00,388.00,246.00,334.00,246.00
311.00,179.00,364.00,179.00,364.00,238.00,311.00,238.00
294.00,170.00,347.00,170.00,347.00,229.00,294.00,229.00
283.00,161.00,337.00,161.00,337.00,220.00,283.00,220.00
277.00,153.00,331.00,153.00,331.00,212.00,277.00,212.00
275.00,145.00,328.00,145.00,328.00,203.00,275.00,203.00
276.00,143.00,329.00,143.00,329.00,201.00,276.00,201.00
274.00,142.00,326.00,142.00,326.00,199.00,274.00,199.00
273.00,143.00,325.00,143.00,325.00,200.00,273.00,200.00
280.00,117.00,332.00,117.00,332.00,174.00,280.00,174.00
259.00,135.00,310.00,135.00,310.00,192.00,259.00,192.00
257.00,141.00,308.00,141.00,308.00,197.00,257.00,197.00
256.00,148.00,307.00,148.00,307.00,203.00,256.00,203.00
257.00,153.00,307.00,153.00,307.00,209.00,257.00,209.00
258.00,159.00,308.00,159.00,308.00,214.00,258.00,214.00
250.00,180.00,299.00,180.00,299.00,234.00,250.00,234.00
256.00,180.00,305.00,180.00,305.00,235.00,256.00,235.00
261.00,182.00,311.00,182.00,311.00,236.00,261.00,236.00
253.00,210.00,303.00,210.00,303.00,265.00,253.00,265.00
2
0
0
0
0
1
309.00,187.00,345.00,187.00,345.00,228.00,309.00,228.00
312.00,191.00,347.00,191.00,347.00,230.00,312.00,230.00
315.00,194.00,350.00,194.00,350.00,233.00,315.00,233.00
